track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,lyrics
On BS,"Drake, 21 Savage",2,2022,11,4,1338,0,170413877,9,20,7,0,0,158,A,Major,84,33,36,2,0,39,59,"Yeah, woah, woah, woah I had to cut some niggas off, they didn't mean me no good I come from the ghetto, so my trunk is in my hood She wouldn't wear no panties 'round me even if she could Gave out plenty spankings 'til they got it understood Fuck the nosebleeds, baby, come sit on this wood If you know it's tension, don't come 'round me like it's good I got street smarts and you can't get this out no book I can't right my wrongs, but I can still write these hooks Oh, time to get exposed You ain't been from 'round here, nigga, come get off your show Savage said you pussy and he hit it on the nose But that board is open, why you actin' like it's closed? I don't know Y'all be goin' in and out recessions The same way that I be goin' in and out of Texas Or in and out my sessions, or in and out her best friends Or in and out these courtrooms, my lawyer like, ""Objection"" Yeah, woah, woah All my bitches Spanish, boricua Water on my neck, these diamonds came with coral reefer She from overseas, I had to buy her a new visa Met your wife in Vegas, but I hit her in Ibiza She a supermodel, so she only eatin' Caesar Used to date a rapper, but he acted like a diva Niggas hustlin' backwards, out here ballin' with the reup Popped an Adderall, I feel like I can lift a tree up Seen too many cameras, so I never lift my ski up (Yeah) I jump on your song and make you sound like you the feature I jump on your song and make a label think they need ya, for real (Yeah) On that bullshit (Okay), on that bullshit (Okay) On that bullshit (Okay), on that bullshit (Okay) On that bullshit (Okay), on that bullshit (Okay) On that bullshit, we on all the bullshit (Okay) On that bullshit (Okay), on that bullshit (Okay, okay) On that bullshit (Okay), on that bullshit (Yeah) On that bullshit (Okay), on that bullshit (Okay) All the bullshit Damn, maybe I should do a twenty, maybe I should break that twenty, do a ten Maybe I should break that ten, do a five, then if it gets live, do a five again If he held his tongue on that live, he'd be alive again, damn My uncle's sister know she raised a real one, ill one It's been thirty minutes, I don't feel nothin' Oh shit, wait a minute, think I'm startin' to feel somethin' Where you get this motherfuckin' pill from? Heard they got some sanctions on my name Heard they plottin' on my name, heard they bankin' on my name I got Lita in this bitch and he might spank it on a lane I'm justâ€” what? In the cut, throwin' Franklins on her frame I'm aâ€” ayy, I'm a gentleman, I'm generous I blow a half a million on you hoes, I'm a feminist I never put no prices on no beef until we end this shit I pay a half a million for his soul, he my nemesis On that bullshit (Okay), on that bullshit (Okay) On that bullshit (Okay), on that bullshit (Okay) On that bullshit (Okay), on that bullshit (Okay) On that bullshit, we on all the bullshit (Okay) On that bullshit (Okay), on that bullshit (Okay, okay) On that bullshit (Okay), on that bullshit (Yeah) On that bullshit (Okay), on that bullshit (Okay) All the bullshit Nah, I'm on, it's midnight, I don't care Nothing's happening on a Wednesday, I don't care, I'm on I'm looking for the smoke This guy sitting front row, man, poof, who needs that? Let me put my window down, I need fresh air We don't want that, we want bars The reason why we listen to 21 and The Boy That's what we do in Paris, we don't do Fashion Week Fashion Week, it's for the last decade, it's not for us It's about the lights, the lights that we put on in the city The lights of the Eiffel Tower I'm in charge of it, I'm the one who's putting it on every day And you try to flex next, next to me on the red light with your ugly, whatever, flexing, most expensive car, V12 I drive a four-cylinder, I come from nothing but I'm doing something, and you cannot catch my drive As fast as you try to go, you will never catch me, man There is only one way, and this way I'm driving, nobody can do it I'm Birdman, that's who I am In Paris Brrt, brrt"
Mastermind,Taylor Swift,1,2022,10,21,1936,0,218320587,7,5,13,0,0,126,E,Major,66,12,35,55,0,9,14,"Once upon a time, the planets and the fates and all the stars aligned You and I ended up in the same room at the same time And the touch of a hand lit the fuse Of a chain reaction of countermoves To assess the equation of you Checkmate, I couldn't lose What if I told you none of it was accidental And the first night that you saw me, nothing was gonna stop me I laid the groundwork and then just like clockwork The dominoes cascaded in a line What if I told you I'm a mastermind? And now you're mine It was all by design 'Cause I'm a mastermind You see all the wisest women had to do it this way 'Cause we were born to be the pawn in every lover's game If you fail to plan, you plan to fail Strategy sets the scene for the tale I'm the wind in our free-flowing sails And the liquor in our cocktails What if I told you none of it was accidental And the first night that you saw me, I knew I wanted your body I laid the groundwork and then just like clockwork The dominoes cascaded in a line What if I told you I'm a mastermind? And now you're mine It was all my design 'Cause I'm a mastermind No one wanted to play with me as a little kid So I've been scheming like a criminal ever since To make them love me and make it seem effortless This is the first time I've felt the need to confess And I swear I'm only cryptic and Machiavellian 'cause I care So I told you none of it was accidental And the first night that you saw me, nothing was gonna stop me I laid the groundwork and then saw a wide smirk On your face, you knew the entire time You knew that I'm a mastermind And now you're mine Yeah, all you did was smile 'Cause I'm a mastermind"
Circo Loco,"Drake, 21 Savage",2,2022,11,4,1794,0,141720999,26,9,17,0,3,104,C#,Major,73,25,61,1,0,32,7,
Labyrinth,Taylor Swift,1,2022,10,21,1597,0,187339835,6,3,15,0,0,110,,Major,48,15,31,80,22,12,4,
Spin Bout U,"Drake, 21 Savage",2,2022,11,4,1652,2,198365537,26,52,10,0,95,130,G,Major,77,20,70,1,0,16,5,"[21 Savage:] You gotta motherfuckin' feel this shit, boy (BanBwoi) Woah I got feelings for you Hope you ain't lovin' the crew How many bodies you got? Pray it ain't more than a few Know that you dealt with some lames When you was young and in school He had to pop your cherry But I got it wet like a pool She got a new G-Wag' She wanna hit Highlight Room and show it off Got a new body, girl, show it off This a Brazilian, I know it's soft Toned up and she got a six-pack Look like she used to play volleyball American Express, you can have it all Code to the safe, you can have it all Fuck your main page, what's your Finsta? I wanna know the real you You started dancin' to pay your tuition, girl, I wanna know what you been through You want a boutique or you wanna sell hair, just let me know what you into If you out in public and he want your number, just tell him, ""My nigga'll spin you"" [Drake:] The way you make me feel these days Somethin' gettin' dropped for you, baby girl Smoke a nigga top for you, baby girl Burn somebody block for you The way you make me feel these days Comin' out my body for you, baby girl Wipe him like he snotty for you, baby girl Comin' out my body for you Damn, just turned on the news and seen that men who never got pussy in school Are makin' laws about what women can do I gotta protect ya, I'm a made man, tied in, all the way, baby So I gotta respect ya Niggas put hands on you in the past, insecure because your body is pressure Four words when I think about them is crusty, musty, dusty, rusty Eight words when I think about us is fuck me, fuck me, fuck me, fuck me Disrespect ya and I'll smack 'em The texts that you send in captions The videos we got ever leak, we goin' viral or goin' platinum Don't worry 'bout your friend's story when I had her alone She gon' try and put some extras on it, take you out of your zone You know how it goes when they can't get a reservation up in Carbone They gon' tell you it's a chill night, tell you how they'd rather stay home, yeah Jealous-ass hoes, yeah And I know what I said 'bout bein' in Vogue But just like that R&B group from the '90s Girl, one call, I'll get you in Vogue One call, you in runway shows One call, I'm sittin' front row One wrong call from your ex nigga sayin' dumb shit'll get him sent home One call and my niggas ten toes Down to go wherever I say go Even if we gotta travel 'cross the globe Down to take you to the end of the road, for real The way you make me feel these days Somethin' gettin' dropped for you, baby girl Smoke a nigga top for you, baby girl Burn somebody block for you The way you make me feel these days Comin' out my body for you, baby girl Wipe him like he snotty for you, baby girl Comin' out my body for you Want ya, I want-want ya Oh, your lovin' so deep (Feelin' so deep) Want ya, I want-want ya Give me your lovin' (Feelin' so deep)"
Sweet Nothing,Taylor Swift,1,2022,10,21,1747,0,186104310,9,6,13,0,2,177,,Major,34,39,16,97,0,12,5,"I spy with my little tired eye Tiny as a firefly A pebble that we picked up last July Down deep inside your pocket We almost forgot it Does it ever miss Wicklow sometimes? Ooh Ooh They said the end is coming Everyone's up to something I find myself running home to your Sweet nothings Outside, they're push and shoving You're in the kitchen humming All that you ever wanted from me was Sweet nothing On the way home I wrote a poem You say, ""What a mind"" This happens all the time Ooh Ooh 'Cause they said the end is coming Everyone's up to something I find myself running home to your Sweet nothings Outside they're push and shoving You're in the kitchen humming All that you ever wanted from me was Nothing Industry disrupters and soul deconstructors And smooth-talking hucksters Out glad-handing each other And the voices that implore ""You should be doing more"" To you I can admit That I'm just too soft for all of it Ooh They said the end is coming Everyone's up to something I find myself running home to your Sweet nothings Outside, they're push and shoving You're in the kitchen humming All that you ever wanted from me was Sweet nothing They said the end is coming (They said the end is coming) Everyone's up to something (Everyone's up to something) I find myself running home to your Sweet nothings Outside, they're push and shoving (Outside, they're push and shoving) You're in the kitchen humming (You're in the kitchen humming) All that you ever wanted from me was Sweet nothing"
"Would've, Could've, Should've",Taylor Swift,1,2022,10,21,1715,0,177503916,4,5,8,0,0,158,G,Major,48,55,84,43,0,15,12,
Con La Brisa,"Ludwig Goransson, Foudeqush",2,2022,11,4,486,0,71095708,8,1,7,0,0,114,D,Minor,62,25,44,51,33,14,3,
Privileged Rappers,"Drake, 21 Savage",2,2022,11,4,1007,0,112436403,6,5,3,0,0,144,F,Major,93,62,61,0,0,12,20,
The Astronaut,Jin,1,2022,10,28,481,9,203436468,10,100,15,1,27,125,F,Major,54,22,76,0,0,14,3,
BackOutsideBoyz,Drake,1,2022,11,4,1045,0,93367537,8,5,2,0,0,142,F,Minor,85,40,43,4,0,39,32,"BackOutsideBoyz, totin' a seventy on the strip, I'm ready to die (Die) Cuttin' the traction, bendin' the corner, bet I make shit glide (Shh) Tried to bring the drama to me, he ain't know how we cha-cha slide (Yeah) I'll never lose sleep over no bitch, way too much pride (Yeah, yeah, yeah) Fill it up in a briefcase, split this shit with the vibes (Yeah, yeah, hm, hm, hm) Breakin' a Brink's truck, my right wrist Van Cleef (Cleef) I spent days in the East tryna figure if I'm geeked ('Kay) This bitch tweakin', talked too much while I was geeked, blew my peep (Brr) Fuckin' rap niggas' hoes, I'm on the street, this shit sweet (Hey) I went half a million on rosÃ©, did four million on my ice (Hey, hey) Couple million on my cars, I went Tyson, I'm too nice (Hey, hey) Nigga stopped me on the street, wanted to talk, so he asked my price (Yeah, hey, 'kay) The number was high as me, I ain't gon' lie (Yeah, okay) I was fuckin' with this lil' woe, I think she bi (Bi) Tweakin', the 6 God is comin' back (Brr) BackOutsideBoyz, totin' a seventy on the strip, I'm ready to die (Okay) Cuttin' the traction, bendin' the corner, bet I make shit glide (Hm) Tried to bring the drama to me, he ain't know how we cha-cha slide (Hm, slide) I'll never lose sleep over no bitch, way too much pride (Brr, brr) Fill it up in a briefcase, split this shit with the vibes (Hm, hm, uh, hm, hm, let's go) I don't know nothin' 'bout no crime or no news I'm an owl, but I'll never tell you who (Who) Wagon when she walk, she get on planes, it take up two (Go) My member just got out, he still on papers, still'll shoot (Shoot) Shoot, ayy (Shoot it up) Still'll shoot (Shoot up, brrt, shit) Love on me, stay down just like a root (Just like a root) She a ten tryna rap, it's good on mute, yeah (It's good on mute, shh) It's financial, girl, I got the loot, ayy, yeah (I got the loot) For the bands, lil' bae, what you gon' do? Yeah (Oh, what you do?) Tropicana, that shit there the juice, yeah (Juice) I'm the president, some Secret Service shit, we down to dump (Brrt) Yeah, who the president? I never voted once, ayy, yeah If I did, I would vote Teanna Trump, ayy, yeah (Hm, go) If you play with me, I'm backin' out that one (Backin' out that one) I treat mil' tickets like a hundred racks (Let's go) Tweakin', the 6 God is comin' back (Damn, damn, okay) BackOutsideBoyz, totin' a seventy on the strip, I'm ready to die (Die) Cuttin' the traction, bendin' the corner, bet I make shit glide (Shh) Tried to bring the drama to me, he ain't know how we cha-cha slide (Yeah) I'll never lose sleep over no bitch, way too much pride (Yeah, yeah, yeah) Fill it up in a briefcase, split this shit with the vibes (Yeah, yeah, hm, hm, hm)"
Broke Boys,"Drake, 21 Savage",2,2022,11,4,1060,0,106249219,3,8,5,0,0,120,D,Major,64,11,53,1,0,25,27,"Yeah, ayy Hop in that bitch and I start the V Snakes in the grass so they harder to see My brother would give up his life to the O He told me he gon' be a martyr for me Said that she ready to come to the 6ix I hit up Pauleen, the charter, the P Ain't really lead but I'm back in (Back in), I'm back in (Back in), I'm back in (Back in) I'm ridin' around in Atlanta with Sav 'Cause that nigga been goin' harder than me Nothin' had changed, I'm just harder to please Ferrari is makin' an SUV We ain't got a choice, we orderin' these Shout out Noel for recordin' the V's He know where this shit 'bout to go, 'cause nobody touchin' the flow They say you alone at the top, but it's gotta be lonely below You boys gettin' ready to diss, but don't even mention the O And don't even mention a foe unless you boys tryna go broke Woah, I got more stripes than Adidas (Yeah, I got the stripes, but fuck Adidas, nigga) I don't chase bitches, I leave 'em (Hoes screamin' like I'm Justin Bieber, nigga) I don't get mad, I get even (Hit you niggas like a buzzer beater, nigga) I don't get mad, I get even (Hit you niggas then you gone) Woah, all that foundation she wearing, she think she QC Tellin' all my sneaky links you with me You must be Coach K 'cause you ain't P I'm on a Jet like my last name Li Two sticks in my hand like I'm playin' the Wii G Block Babies will spank you for free We rough niggas up, now they beggin' for peace (G Block Babies) Steppin' on shit, I done fractured my toe Born in October, I'm so OVO Halloween come and he want to dress up but he don't need no costume, I'm turnin' him ghost She called me mucus, I stay in her throat Stick hit that boy, got his ass hittin' notes My niggas wear masks soâ€” You know where this shit 'bout to go, 'cause nobody touchin' the flow They say you alone at the top, but it's gotta be lonely below You boys gettin' ready to diss, but don't even mention the O And don't even mention a foe unless you boys tryna go broke Ah damn, man, you niggas is the worst Savage snatch you out ya crib, then drop you in a hearse Baby, please, when we nervous, stop reachin' in your purse Nigga went and bought a house when he coulda bought a verse Niggas dumb as fuck, imagine if I did that stupid shit when I was comin' up My crib feel like a hedge fund, I be in here just thumbin' up Know I'm SN1, 'til I'm done fuckin' London up Niggas make me nauseous, I had enough of broke boys I can't talk to broke boys, yeah, I can't talk to broke boys I can't talk to broke boys, I can't talk to broke boys, wait, yeah I can't talk to broke boys, I can't talk to broke boys, wait All you niggas make me sick All you niggas rappin' 'bout the bricks and the licks Then I hear in real life you livin' with your bitch I can't talk to broke boys, I can't talk to broke boys I can't talk to broke boys I don't want no convo I don't got no time for Niggas postin' mansion, livin' in a condo Y'all be make believin', I can't not relate to you I can't talk to broke boys, I can't talk to broke boys I cannot believe y'all was dissin' on the old boy I can't even think on how you came up with that flow, boy Please talk to someone else 'cause I can't talk to broke boy I can't talk to broke boy, I can't talk to broke boys, I can't talk to broke boys I can't talk to broke boys, nah, nah, I can't talk to broke boys, I can't talk toâ€” That nigga's crazy"
